review_id	sentiment	label_id	input_ids	review_body	date
17246	1	2	[0, 100, 1320, 2738, 66, 42, 11, 5, 326, 1180, 2379, 3195, 23, 5, 1400, 4, 5, 909, 21, 1256, 3280, 546, 1437, 53, 42, 3195, 16, 12058, 4, 24, 18, 1341, 3041, 219, 15, 162, 36, 118, 3568, 41, 3023, 29, 73, 29, 144, 2127, 53, 2333, 650, 11, 13657, 259, 43, 5, 21764, 13596, 66, 10, 828, 71, 10, 183, 9, 5307, 350, 4, 65, 9, 127, 2674, 13657, 23, 6215, 235, 122, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I immediately picked out this in the taupe color at the store. the black was pretty basic looking  but this color is gorgeous. it's quite flowy on me (i wear an xs/s most places but usually small in tops here) the sleeves stretched out a bit after a day of teaching too. one of my favorite tops at retailer right now!	2023-03-08T03:30:53Z
6253	1	2	[0, 713, 299, 16, 2230, 99, 939, 21, 4804, 4, 2422, 3473, 150, 202, 546, 14160, 4, 95, 4865, 110, 29673, 98, 47, 64, 3568, 24, 19, 2084, 6149, 1033, 50, 10844, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is exactly what i was expecting. super comfortable while still looking stylish. just covers your bum so you can wear it with leggings or jeans!	2023-03-08T03:30:53Z
18846	-1	0	[0, 2847, 5779, 4, 2162, 209, 11, 10, 1132, 8, 197, 348, 1613, 19, 10, 971, 4, 51, 214, 2422, 11962, 111, 939, 300, 5, 2272, 4, 5, 2564, 16, 160, 4, 101, 5, 97, 6173, 1437, 51, 4140, 66, 169, 350, 203, 4, 939, 74, 671, 209, 53, 33, 416, 15158, 106, 4, 51, 10397, 23213, 1437, 350, 4, 89, 32, 7735, 25189, 4863, 70, 81, 1437, 190, 77, 15158, 11, 2569, 514, 101, 5, 6694, 982, 4, 98, 5779, 14, 939, 1240, 127, 4085, 1886, 31, 29224, 13738, 15, 209, 4, 939, 348, 57, 10, 8259, 6215, 2111, 13, 107, 8, 42, 16, 5, 78, 86, 939, 348, 57, 11166, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely	2023-03-08T03:30:53Z
12907	0	1	[0, 100, 2638, 5, 356, 9, 42, 299, 77, 939, 794, 24, 804, 1437, 959, 1437, 77, 939, 829, 24, 939, 21, 24282, 5779, 4, 5, 3195, 9, 5, 299, 21, 430, 87, 99, 939, 9568, 3225, 4, 479, 405, 18, 169, 55, 160, 1104, 4, 29942, 3654, 127, 2674, 4, 5, 18632, 73, 43106, 9, 10199, 15, 5, 809, 9, 5, 299, 21, 350, 583, 1368, 30451, 13, 162, 4, 5, 16721, 179, 4617, 23, 5397, 1902, 16, 4613, 1437, 53, 45, 615, 13, 162, 7, 489, 4, 9574, 939, 40, 28, 3357, 42, 65, 4, 45, 10, 478, 13, 127, 12762, 25, 5, 326, 636, 53, 103, 65, 1493, 429, 657, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I loved the look of this top when i saw it online  however  when i received it i was kinda disappointed. the color of the top was different than what i perceived initially. .it's way more off white. ..not my favorite. the texture/pattern of fabric on the body of the top was too near hanky for me. the sequin detail at neckline is wonderful  but not enough for me to keep. unfortunately i will be returning this one. not a hit for my desired as the tic but some one else might love!	2023-03-08T03:30:53Z
6929	1	2	[0, 100, 21, 2283, 7, 120, 209, 9304, 359, 23, 10, 372, 425, 328, 939, 524, 195, 108, 466, 359, 209, 9304, 58, 2710, 251, 615, 13, 162, 4, 51, 67, 33, 10, 2579, 1109, 2788, 4075, 1521, 14, 18, 543, 7, 3120, 11, 3493, 4, 5, 129, 936, 21, 51, 32, 10, 526, 23595, 16259, 61, 939, 399, 75, 216, 77, 12926, 4, 939, 218, 75, 657, 5, 23595, 15, 5, 526, 13, 127, 3989, 24, 4, 98, 939, 437, 202, 8020, 114, 939, 581, 489, 106, 4, 97, 87, 14, 2579, 16259, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was excited to get these pants & at a great price! i am 5'9 & these pants were plenty long enough for me. they also have a nice light textured design that's hard to notice in pictures. the only problem was they are a side zip pant which i didn't know when ordering. i don't love the zip on the side for my shape it. so i'm still wondering if i'll keep them. other than that nice pant!	2023-03-08T03:30:53Z
10239	-1	0	[0, 100, 2638, 42, 3588, 137, 2057, 24, 15, 1437, 53, 24, 21, 95, 45, 5, 235, 847, 50, 2496, 13, 127, 809, 1907, 4, 24, 16, 182, 929, 219, 8, 455, 8, 1415, 101, 10, 21592, 3588, 61, 21, 45, 10, 356, 939, 21, 164, 13, 4, 16748, 42, 40, 28, 164, 124, 4, 939, 2638, 5, 5780, 8, 5, 619, 9, 5, 1468, 4, 95, 45, 10, 34203, 847, 13, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I loved this dress before putting it on  but it was just not the right cut or style for my body type. it is very roomy and full and looked like a maternity dress which was not a look i was going for. sadly this will be going back. i loved the print and the feel of the material. just not a flattering cut for me.	2023-03-08T03:30:53Z
5607	-1	0	[0, 100, 770, 7, 657, 42, 3089, 11556, 98, 203, 4, 53, 860, 25, 939, 429, 1437, 24, 95, 2564, 98, 33442, 15, 162, 4, 939, 437, 2333, 10, 4716, 1459, 579, 98, 939, 3584, 5, 3023, 29, 11, 6219, 4, 78, 4, 5, 3195, 21, 55, 12339, 12, 31876, 53, 24, 21, 202, 15983, 4, 53, 200, 1437, 5, 2564, 21, 160, 4, 2085, 939, 95, 300, 10, 1099, 65, 1437, 53, 5, 1312, 9, 5, 3089, 11556, 21, 98, 6147, 1437, 14, 5, 34915, 11, 5, 760, 4976, 98, 444, 7, 5, 314, 8, 5, 748, 12, 20020, 21, 98, 614, 14, 47, 115, 192, 127, 11689, 111, 89, 21, 117, 18624, 939, 115, 109, 7, 4190, 24, 4, 5, 1468, 34, 10, 9869, 3793, 2]	I wanted to love this blouse so much. but try as i might  it just fit so oddly on me. i'm usually a petite s so i purchased the xs in brown. first. the color was more gray-brown but it was still ok. but second  the fit was off. maybe i just got a bad one  but the center of the blouse was so offset  that the slit in the front laid so far to the left and the v-neck was so low that you could see my bra - there was no adjusting i could do to fix it. the material has a lovely soft silky feel to it an	2023-03-08T03:30:53Z
8144	1	2	[0, 100, 21, 24668, 7, 2229, 42, 142, 9, 5, 425, 1437, 53, 5, 1521, 269, 1834, 7, 162, 4, 939, 348, 57, 2445, 13, 41, 160, 5, 4793, 2125, 14, 939, 657, 1437, 8, 42, 21, 24, 4, 372, 1437, 1109, 10199, 8, 2721, 1521, 4, 939, 657, 24, 4, 966, 358, 20879, 4, 64, 28, 10610, 15, 50, 160, 5, 4793, 101, 7092, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was hesitant to purchase this because of the price  but the design really spoke to me. i've been waiting for an off the shoulder piece that i love  and this was it. great  light fabric and beautiful design. i love it. worth every penny. can be worn on or off the shoulder like pictured.	2023-03-08T03:30:53Z
17504	-1	0	[0, 713, 2075, 10, 828, 650, 131, 939, 437, 6329, 10, 132, 1437, 42, 21, 10, 204, 8, 128, 8987, 108, 2564, 4, 5, 6184, 21, 182, 128, 20098, 118, 128, 5, 5933, 21, 10941, 87, 939, 5207, 36, 118, 437, 195, 108, 134, 8070, 1437, 8, 5, 10199, 1437, 150, 16697, 1437, 21, 95, 6162, 8, 36889, 12, 7068, 10244, 4, 1323, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This ran a bit small; i'm normally a 2  this was a 4 and 'just' fit. the pattern was very 'digi ' the length was shorter than i hoped (i'm 5'1"")  and the fabric  while structured  was just cheap and acrylic-feeling. pass."	2023-03-08T03:30:53Z
8445	-1	0	[0, 100, 770, 7, 101, 42, 65, 7586, 269, 53, 24, 21, 95, 10798, 26654, 546, 4, 939, 1835, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to like this one.. really but it was just plain sloppy looking. i returned it.	2023-03-08T03:30:53Z
16183	0	1	[0, 100, 657, 5, 356, 8, 10199, 9, 42, 16576, 4, 24, 67, 5712, 23, 10, 182, 2579, 1437, 34203, 5933, 198, 5, 4117, 4, 99, 222, 45, 173, 13, 162, 21, 5, 13977, 4, 5, 4140, 219, 13977, 1415, 6162, 1437, 8, 939, 109, 45, 33, 10, 3269, 9377, 1437, 98, 24, 156, 162, 356, 101, 939, 33, 10, 30977, 179, 299, 328, 939, 5673, 24, 74, 356, 372, 114, 47, 33, 10, 3269, 9377, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love the look and fabric of this skirt. it also falls at a very nice  flattering length around the knee. what did not work for me was the waist. the stretchy waist looked cheap  and i do not have a flat stomach  so it made me look like i have a muffin top! i bet it would look great if you have a flat stomach.	2023-03-08T03:30:53Z
7434	0	1	[0, 30327, 21, 2283, 7, 120, 99, 939, 802, 74, 28, 10, 182, 16106, 2125, 4, 9574, 142, 939, 33, 14602, 28097, 1437, 5, 16576, 95, 156, 162, 356, 182, 1810, 1374, 4, 11, 1285, 1437, 939, 524, 765, 23, 195, 108, 176, 98, 5, 5933, 21, 67, 45, 34203, 2704, 24, 16, 239, 13332, 15346, 111, 24, 21, 95, 10, 319, 9, 21288, 15, 162, 14, 156, 162, 356, 350, 1810, 8, 190, 10941, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Really was excited to get what i thought would be a very versatile piece. unfortunately because i have ample hips  the skirt just made me look very wide overall. in addition  i am short at 5'2 so the length was also not flattering plus it is high waisted - it was just a lot of denim on me that made me look too wide and even shorter.	2023-03-08T03:30:53Z
1973	0	1	[0, 100, 5328, 42, 3588, 13, 29224, 13738, 8, 2854, 14, 24, 16, 2721, 36, 118, 829, 171, 33391, 43, 1437, 150, 939, 2854, 14, 42, 23204, 3588, 16, 2721, 1437, 939, 437, 10, 410, 3915, 59, 5, 1318, 4, 71, 95, 10, 183, 9, 2498, 24, 1437, 24, 2551, 7, 33, 685, 24, 18, 3989, 4, 5, 2576, 23385, 9, 5, 3588, 1415, 13596, 66, 8, 24, 579, 11290, 2829, 70, 81, 4, 939, 437, 195, 108, 406, 113, 1437, 16157, 29882, 8, 127, 6097, 1836, 16, 10, 475, 73, 306, 8, 5, 3588, 2564, 6683, 3225, 1437, 53, 45, 98, 203, 30, 29224, 13738, 3630, 4, 939, 437, 45, 1311, 62, 15, 24, 142, 939, 21, 202, 2, 1, 1, 1, 1, 1, 1, 1, 1]	"I wore this dress for christmas and agree that it is beautiful (i received many compliments)  while i agree that this sweater dress is beautiful  i'm a little worried about the quality. after just a day of wearing it  it seemed to have lost it's shape. the bottom hem of the dress looked stretched out and it sagged slightly all over. i'm 5'7""  135lbs and my typical size is a m/4 and the dress fit perfectly initially  but not so much by christmas dinner. i'm not giving up on it because i was still"	2023-03-08T03:30:53Z
12543	1	2	[0, 100, 829, 42, 299, 452, 8, 600, 5, 3195, 16, 45, 1104, 25, 2343, 11, 5, 1893, 1437, 24, 18, 10, 2721, 299, 4, 63, 55, 28079, 25, 2801, 4, 5, 22990, 16, 101, 10, 14187, 1640, 20401, 154, 5, 1445, 809, 4682, 5, 3701, 43, 12213, 5, 14966, 5134, 10199, 4, 101, 5, 97, 37102, 2801, 5, 22990, 16, 45, 24, 17414, 53, 3793, 8, 182, 1256, 328, 939, 4940, 657, 24, 16506, 42, 16, 127, 92, 2674, 299, 11, 127, 18704, 12846, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I received this top today and though the color is not white as shown in the pic  it's a beautiful top. its more ivory as mentioned. the lace is like a lining(covering the entire body except the arms) underneath the ribbed fabric. like the other reviewer mentioned the lace is not itchy but soft and very pretty! i totally love it!!! this is my new favorite top in my wardrobe!!	2023-03-08T03:30:53Z
1076	0	1	[0, 387, 12807, 42, 299, 23, 127, 400, 1400, 8, 1381, 24, 15, 25, 1010, 25, 939, 300, 184, 4, 1423, 13349, 328, 24, 21, 169, 350, 1087, 1722, 219, 1437, 939, 1415, 101, 939, 21, 5283, 4, 40, 28, 667, 5, 220, 1836, 159, 15, 11, 5, 1400, 7, 192, 114, 24, 16, 1087, 1722, 219, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Bought this top at my local store and tried it on as soon as i got home. yikes! it was way too billowy  i looked like i was pregnant. will be trying the next size down on in the store to see if it is billowy.	2023-03-08T03:30:53Z
