review_id	sentiment	label_id	input_ids	review_body	date
6516	1	2	[0, 713, 16, 41, 34165, 3793, 8, 12058, 23204, 4, 939, 3700, 1877, 42, 1518, 142, 144, 9, 49, 3745, 422, 2735, 15, 127, 5120, 959, 42, 45, 129, 2564, 1969, 53, 24, 16, 10, 2721, 3195, 25, 157, 328, 939, 6573, 23932, 3745, 14, 64, 28, 10610, 1533, 2516, 8, 42, 65, 16, 95, 235, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is an amazingly soft and gorgeous sweater. i typically avoid this brand because most of their pieces run smaller on my frame however this not only fit perfect but it is a beautiful color as well! i prefer transitional pieces that can be worn multiple seasons and this one is just right.	2023-03-08T03:30:53Z
3799	1	2	[0, 100, 657, 42, 3089, 11556, 4, 24, 16, 3793, 8, 34, 2579, 385, 31766, 4, 190, 600, 24, 16, 182, 13103, 18140, 1827, 15, 5, 2576, 1437, 5, 1528, 12, 560, 12, 10799, 847, 9, 5, 3701, 8, 10762, 25, 157, 25, 5, 842, 9708, 11, 124, 489, 24, 37968, 26308, 17719, 8, 45, 8642, 4, 2053, 59, 2159, 55, 19553, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love this blouse. it is soft and has nice drape. even though it is very voluminous on the bottom  the true-to-size cut of the arms and shoulders as well as the seaming in back keep it crisply tailored and not overwhelming. thinking about buying more prints!	2023-03-08T03:30:53Z
8947	1	2	[0, 100, 11967, 19, 34910, 54, 26, 5, 3588, 1415, 6162, 1437, 37472, 1827, 50, 13116, 4, 1341, 5, 5483, 4, 939, 5328, 42, 7, 127, 2107, 1187, 4038, 3630, 1437, 8, 80, 390, 2294, 162, 7, 224, 939, 21, 5835, 4, 939, 524, 41, 674, 4761, 1946, 19487, 4, 5, 3588, 2035, 11, 132, 688, 8, 21, 1528, 7, 1836, 4, 939, 5328, 10, 16109, 22990, 18052, 16979, 11689, 12213, 4, 5, 23385, 11541, 5, 2576, 9, 127, 25619, 3204, 7527, 4, 5, 22990, 21764, 58, 45, 3229, 15, 127, 18940, 219, 3701, 4, 5, 5397, 1902, 22533, 3269, 4, 5, 3588, 992, 7418, 11, 124, 1437, 8, 5, 4334, 31991, 11, 760, 32, 144, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I disagree with reviewers who said the dress looked cheap  cavernous or stiff. quite the opposite. i wore this to my 32nd anniversary dinner  and two women stopped me to say i was stunning. i am an average medium hourglass. the dress arrived in 2 weeks and was true to size. i wore a nude lace strapless bra underneath. the hem reaches the bottom of my kneecaps. the lace sleeves were not tight on my fleshy arms. the neckline lays flat. the dress zips in back  and the silver hooks in front are most	2023-03-08T03:30:53Z
7073	0	1	[0, 100, 101, 5, 356, 9, 42, 23204, 8, 939, 524, 2396, 24, 4, 959, 1437, 939, 303, 5, 2564, 223, 5, 3701, 10, 410, 9800, 4, 89, 16, 10, 739, 2045, 14, 1411, 223, 5, 4709, 6195, 405, 8, 16, 10, 410, 35156, 8, 38279, 4, 67, 74, 45, 5940, 114, 47, 32, 11044, 219, 4, 142, 9, 141, 5, 26224, 422, 1437, 24, 1326, 13596, 66, 81, 127, 7050, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I like the look of this sweater and i am keeping it. however  i found the fit under the arms a little uncomfortable. there is a large seem that goes under the armpit and is a little bulky and irritating. also would not recommend if you are busty. because of how the stripes run  it looks stretched out over my chest.	2023-03-08T03:30:53Z
12353	0	1	[0, 7199, 205, 13, 13, 41, 1946, 19487, 3989, 4, 3739, 8, 3739, 9, 1256, 10199, 1437, 53, 5, 13977, 2323, 95, 147, 5, 28097, 25375, 5579, 5525, 5276, 9506, 811, 36, 8987, 117, 205, 13, 10, 1955, 290, 322, 5, 39328, 16, 9256, 4, 19, 258, 33827, 8, 10, 43805, 1437, 89, 18, 929, 7, 213, 650, 114, 227, 10070, 1437, 28, 2542, 35, 5, 15804, 23, 5, 760, 16, 1810, 8, 5386, 4, 939, 1882, 5, 39153, 11, 5, 10386, 929, 8, 56, 7, 18210, 10199, 593, 7, 127, 15646, 12, 14377, 990, 740, 12, 21033, 98, 25, 45, 7, 10923, 66, 4, 74, 2532, 173, 15, 10, 182, 6787, 621, 54, 18, 14156, 29714, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Not good for for an hourglass shape. lots and lots of pretty fabric  but the waist hits just where the hips widen--very bohemian (just no good for a figure 8). the sizing is generous. with both elastic and a zipper  there's room to go small if between sizes  be aware: the plunge at the front is wide and dramatic. i dropped the hangar in the dressing room and had to clutch fabric close to my reasonably-modest c-cup so as not to spill out. would perhaps work on a very narrow person who's completel	2023-03-08T03:30:53Z
11403	0	1	[0, 1779, 939, 829, 5, 3588, 939, 439, 7, 860, 24, 15, 8, 65, 9, 5, 37482, 13, 5, 6755, 7, 740, 3796, 5, 3588, 2263, 4, 4443, 14, 18, 6908, 33, 7, 213, 124, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	When i received the dress i went to try it on and one of the loops for the string to cinch the dress broke. guess that's gonna have to go back	2023-03-08T03:30:53Z
12097	1	2	[0, 713, 197, 28, 10, 205, 3588, 13, 1946, 19487, 2415, 4, 1237, 10, 828, 6787, 11, 5, 14966, 438, 1580, 1437, 98, 47, 189, 236, 7, 860, 10, 891, 9, 10070, 4, 939, 437, 195, 108, 176, 113, 1437, 855, 2357, 12, 1244, 12, 3272, 50, 2843, 19, 10, 971, 113, 223, 428, 4193, 1437, 971, 16134, 73, 541, 417, 73, 2881, 438, 11689, 4, 6329, 10, 321, 642, 50, 321, 11, 209, 1907, 9, 14442, 131, 5, 1836, 132, 2564, 1437, 45, 686, 939, 115, 33, 992, 8246, 10, 1836, 321, 4, 1437, 479, 1437, 2638, 14, 5, 13295, 154, 23, 5, 760, 11044, 8, 2380, 4719, 5, 3588, 62, 8, 11, 317, 396, 5, 31622, 4, 526, 12189, 1437, 8, 5, 13178, 2653, 3793, 2]	"This should be a good dress for hourglass figures. runs a bit narrow in the ribcage  so you may want to try a couple of sizes. i'm 5'2""  currently 33-25-37 or 38 with a 28"" underbust  28dd/30d/32c bra. normally a 0p or 0 in these type of dresses; the size 2 fit  not sure i could have zipped a size 0.  .  loved that the boning at the front bust and sides keeps the dress up and in place without the straps. side pockets  and the cotton feels soft  more like a sateen than a poplin weave. lovely colo"	2023-03-08T03:30:53Z
5669	0	1	[0, 4528, 32, 10, 4613, 21183, 12778, 2496, 16259, 4, 939, 657, 15898, 87, 29139, 21288, 98, 42, 2564, 965, 75, 127, 299, 1339, 53, 24, 18, 10, 11962, 2496, 328, 7992, 1318, 21288, 10199, 19, 10, 4761, 1430, 847, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.	2023-03-08T03:30:53Z
3455	1	2	[0, 713, 9540, 16, 16467, 17719, 8, 156, 11, 5, 201, 102, 9, 727, 207, 24787, 5, 3195, 16, 11577, 4, 24, 1326, 372, 77, 47, 240, 10, 1181, 9540, 13, 5, 2569, 4, 24, 18, 818, 41, 7490, 15, 63, 308, 4, 94, 352, 1437, 5, 1836, 21, 1969, 4, 939, 2740, 127, 2340, 290, 8, 24, 2564, 101, 10, 19015, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This coat is beautifully tailored and made in the usa of 100% wool the color is vibrant. it looks great when you need a longer coat for the cold. it's almost an outfit on its own. lastly  the size was perfect. i ordered my normal 8 and it fit like a glove.	2023-03-08T03:30:53Z
14471	0	1	[0, 100, 2162, 42, 6399, 11, 1104, 8, 524, 1372, 19, 5, 754, 14, 24, 18, 45, 350, 11708, 4, 5, 124, 4617, 16, 372, 4, 127, 129, 3674, 16, 14, 24, 16, 350, 251, 4, 939, 300, 5, 650, 8, 24, 10698, 15481, 11, 5, 3701, 8, 299, 1437, 53, 24, 16, 203, 1181, 15, 162, 87, 15, 5, 1421, 4, 939, 437, 195, 108, 245, 113, 6764, 4, 24, 630, 75, 356, 372, 77, 939, 109, 10, 457, 326, 5858, 1437, 53, 24, 1326, 2051, 114, 939, 326, 5858, 24, 70, 5, 169, 11, 4, 2085, 41, 3023, 29, 74, 33, 57, 10, 357, 2564, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I bought this shirt in white and am happy with the fact that it's not too sheer. the back detail is great. my only complaint is that it is too long. i got the small and it fits nicely in the arms and top  but it is much longer on me than on the model. i'm 5'5"" tall. it doesn't look great when i do a half tuck  but it looks fine if i tuck it all the way in. maybe an xs would have been a better fit."	2023-03-08T03:30:53Z
7329	1	2	[0, 100, 657, 5, 1374, 356, 8, 5863, 9, 42, 2125, 4, 127, 129, 2430, 16, 14, 187, 24, 16, 45, 9321, 1437, 5, 40068, 11, 5, 1468, 15, 5, 1025, 32, 5568, 20228, 1437, 941, 11, 5, 4793, 911, 4, 939, 4443, 187, 24, 16, 10, 1109, 3195, 24, 16, 55, 4678, 7, 162, 1437, 53, 24, 16, 45, 402, 14, 74, 146, 162, 671, 24, 4, 24, 16, 3473, 8, 1326, 372, 15, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I love the overall look and comfort of this piece. my only negative is that since it is not lined  the folds in the material on the inside are somewhat noticeable  especially in the shoulder areas. i guess since it is a light color it is more obvious to me  but it is not something that would make me return it. it is comfortable and looks great on.	2023-03-08T03:30:53Z
4241	-1	0	[0, 713, 21, 10, 10208, 142, 2721, 26348, 19, 2679, 1521, 32, 10, 33984, 5579, 463, 941, 23, 42, 5933, 328, 9574, 1437, 42, 16, 10, 7319, 11, 1110, 9, 27311, 4, 114, 10, 1836, 132, 64, 6254, 120, 24, 160, 1437, 172, 89, 16, 10, 1521, 22892, 4, 16748, 1437, 5, 2564, 21, 98, 7782, 14, 24, 222, 45, 2045, 14, 1622, 39328, 62, 74, 4577, 5, 16855, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This was a disappointment because beautiful fabrics with interesting design are a rarity--and especially at this length! unfortunately  this is a mess in terms of proportions. if a size 2 can barely get it off  then there is a design flaw. sadly  the fit was so strange that it did not seem that simply sizing up would correct the flaws.	2023-03-08T03:30:53Z
8955	0	1	[0, 100, 524, 10, 10301, 877, 195, 108, 306, 113, 3191, 76, 793, 8, 802, 42, 3588, 74, 356, 372, 4, 24, 18, 10, 12, 1902, 8, 1326, 10, 319, 101, 5, 761, 9, 14442, 14, 2333, 2564, 162, 15481, 4, 939, 2162, 24, 11, 41, 290, 642, 1437, 61, 16, 127, 2340, 1836, 4, 5, 28097, 58, 10, 410, 350, 380, 1437, 53, 45, 1099, 4, 5, 299, 233, 1437, 959, 1437, 21, 7934, 4, 5, 847, 11, 5, 10762, 73, 20020, 1902, 21, 169, 350, 1810, 1437, 5, 22990, 21764, 58, 169, 350, 380, 1437, 89, 21, 350, 203, 929, 11, 5, 11044, 36, 4783, 740, 4946, 21, 15650, 43, 1437, 4753, 4, 42, 3588, 74, 356, 2579, 15, 951, 54, 16, 33997, 73, 13728, 2]	"I am a proportionate 5'4"" 39 year old and thought this dress would look great. it's a-line and looks a lot like the kind of dresses that usually fit me nicely. i bought it in an 8p  which is my normal size. the hips were a little too big  but not bad. the top part  however  was enormous. the cut in the shoulders/neckline was way too wide  the lace sleeves were way too big  there was too much room in the bust (my c cup was inadequate)  etc. this dress would look nice on someone who is thicker/vol"	2023-03-08T03:30:53Z
11864	-1	0	[0, 133, 14893, 15, 5, 124, 32, 182, 35138, 4, 47, 40, 240, 951, 7, 244, 47, 4, 114, 47, 120, 375, 14, 18263, 1437, 172, 47, 33, 5, 356, 9, 10, 410, 1816, 11, 10, 5278, 3343, 4, 169, 350, 380, 4, 101, 10, 363, 571, 3355, 4, 2579, 1318, 1437, 53, 45, 7708, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The buttons on the back are very tedious. you will need someone to help you. if you get past that hurdle  then you have the look of a little girl in a smock. way too big. like a nightgown. nice quality  but not practical.	2023-03-08T03:30:53Z
10127	1	2	[0, 100, 2740, 42, 13, 127, 1441, 8, 79, 2638, 24, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this for my friend and she loved it!	2023-03-08T03:30:53Z
6573	-1	0	[0, 100, 524, 3700, 10, 650, 73, 401, 11, 14442, 1437, 53, 939, 197, 33, 1613, 19, 5, 97, 34910, 8, 23855, 159, 4, 24, 56, 117, 3989, 1437, 53, 10601, 101, 10, 2225, 14072, 4, 5, 3124, 31670, 2564, 6683, 600, 1437, 114, 939, 56, 23855, 159, 51, 189, 33, 57, 350, 3229, 4, 939, 524, 195, 108, 401, 113, 9680, 19821, 1437, 939, 40, 671, 1437, 350, 1099, 142, 24, 16, 10, 1256, 3588, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I am typically a small/6 in dresses  but i should have gone with the other reviewers and sized down. it had no shape  but hung like a paper sack. the armholes fit perfectly though  if i had sized down they may have been too tight. i am 5'6"" 140 lb  i will return  too bad because it is a pretty dress!"	2023-03-08T03:30:53Z
